titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
Desarrollador Backend Nestjs Semisenior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"javascript, aws, azure, kubernetes, microservicios, restful apis, ci/cd, machine learning, business intelligence, desarrollo web, programación, desarrollo de software","trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría, responsabilidad"
Arquitecto De Soluciones Remoto Latam,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"javascript, sql, react, react native, aws, kubernetes, docker, jira, confluence, cypress, appium, microservicios, restful apis, ci/cd, erp, machine learning, business intelligence","trabajo en equipo, comunicación, liderazgo, aprendizaje continuo, gestión del tiempo, mentoría, responsabilidad"
Administrador De Base De Datos,Ecua American,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"python, c++, sql, git, excel, restful apis, business intelligence","trabajo en equipo, liderazgo, orientación a resultados, atención al detalle, inglés avanzado"
Analista De Aseguramiento De La Calidad De Software,SoftwareOne,"Quito, Pichincha",700.0,,tiempo completo,QA,opcion empleo,"sql, git, jira, selenium, cypress, restful apis, scrum, ci/cd, business intelligence, pruebas manuales, pruebas automatizadas, casos de prueba, control de calidad, test automation","trabajo en equipo, comunicación, resolución de problemas, aprendizaje continuo, atención al detalle, proactividad, responsabilidad"
Especialista En Soporte De Aplicaciones,Devsu,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"javascript, c#, sql, react, flutter, react native, azure, power bi, devops, ci/cd, power platform, business intelligence","trabajo en equipo, resolución de problemas, adaptabilidad, atención al detalle, gestión del tiempo, responsabilidad"
Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"java, sql, git, jira, confluence, microservicios, scrum, ci/cd, teams, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"java, sql, git, jira, confluence, microservicios, scrum, ci/cd, teams, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Desarrollador Backend Nestjs Semisenior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"javascript, aws, azure, kubernetes, microservicios, restful apis, ci/cd, machine learning, business intelligence, desarrollo web, programación, desarrollo de software","trabajo en equipo, comunicación, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría, responsabilidad"
Sr. Campaign Developer,Instituto Superior Tecnológico Quito Metropolitano,Ecuador,,,tiempo completo,QA,opcion empleo,"c++, sql, git, erp, teams, machine learning, business intelligence, desarrollo de software","trabajo en equipo, comunicación, creatividad, inglés avanzado, multitarea"
BIA / Data Analytics Tutor,TripleTen,"Quito, Pichincha",500.0,,tiempo completo,QA,opcion empleo,"python, c++, sql, excel, power bi, restful apis, machine learning, business intelligence, data analysis","trabajo en equipo, comunicación, aprendizaje continuo, inglés avanzado"
Head of Customer Support LATAM,TripleTen,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"git, excel, crm, notion, teams, zoom, machine learning, business intelligence","trabajo en equipo, comunicación, liderazgo, orientación a resultados, proactividad, inglés avanzado, mentoría, negociación"
Cybersecurity Instructor,TripleTen,"Quito, Pichincha",300.0,,tiempo completo,QA,opcion empleo,"c++, sql, restful apis, machine learning, business intelligence","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, inglés avanzado"
Project Manager / Business Analyst,ioet,Ecuador,,,tiempo completo,QA,opcion empleo,"c++, git, jira, excel, teams, machine learning, business intelligence","trabajo en equipo, comunicación, adaptabilidad, atención al detalle, proactividad, inglés avanzado, gestión de proyectos"
C# Senior Software Engineer,Sovos,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"java, javascript, c#, c++, html/css, sql, react, azure, git, restful apis, scrum, devops, ci/cd, teams, machine learning, business intelligence, ux/ui","trabajo en equipo, liderazgo, aprendizaje continuo, mentoría"
"Engineering Project Management Coordinator (Full-Time, Remote, for US Company)",Uptalent.io,Ecuador,,,tiempo completo,QA,opcion empleo,"c++, excel, restful apis, sharepoint, teams, machine learning, business intelligence","trabajo en equipo, adaptabilidad, inglés avanzado, gestión de proyectos"
Part-time Data Science Code Reviewer LATAM,TripleTen,"Quito, Pichincha",1500.0,,tiempo parcial,QA,opcion empleo,"python, git, miro, notion, zoom, machine learning, business intelligence","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, inglés avanzado, mentoría"
Senior Sales Team Leader LATAM,TripleTen,"Quito, Pichincha",1700.0,,tiempo completo,QA,opcion empleo,"c++, crm, teams, machine learning, business intelligence, data analysis","trabajo en equipo, comunicación, orientación a resultados, inglés avanzado, mentoría"
Technical Lead,Kyndryl,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"java, c++, sql, aws, azure, excel, restful apis, devops, teams, machine learning, business intelligence","trabajo en equipo, comunicación, aprendizaje continuo"
Process Mapping Consulant,Pst.Ag,"Quito, Pichincha",,,tiempo parcial,QA,opcion empleo,"c++, confluence, machine learning, business intelligence","trabajo en equipo, comunicación, liderazgo, inglés avanzado"
Technical Lead,Kyndryl,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"java, c++, sql, azure, excel, restful apis, devops, teams, machine learning, business intelligence","trabajo en equipo, comunicación, aprendizaje continuo"
Senior Quality Assurance Engineer,Roche,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"c++, aws, azure, gcp, kubernetes, docker, postman, excel, microservicios, restful apis, devops, ci/cd, teams, machine learning, business intelligence, testing, casos de prueba, control de calidad, test automation","trabajo en equipo, comunicación, liderazgo, adaptabilidad, inglés avanzado, planificación"
Hybrid In Quito,Stack Builders,"Quito, Pichincha",,,tiempo completo,QA,opcion empleo,"c++, git, jira, excel, restful apis, scrum, teams, machine learning, business intelligence, ux/ui","trabajo en equipo, comunicación, adaptabilidad, orientación a resultados, aprendizaje continuo, gestión del tiempo, inglés avanzado, planificación, gestión de proyectos"
Computer Engineer,Devsu,"Guayaquil, Guayas",,,tiempo completo,QA,opcion empleo,"java, python, sql, gcp, excel, ci/cd, business intelligence","trabajo en equipo, comunicación, aprendizaje continuo, proactividad, creatividad, pensamiento crítico, negociación"
Desarrollador de Software,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, python, c#, sql, react, kotlin, swift, flutter, azure, jenkins, git, microservicios, restful apis, devops, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, responsabilidad"
Desarrollador de Software (Presencial),SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"c#, sql, azure, git, restful apis, devops, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, liderazgo, atención al detalle, proactividad, creatividad, responsabilidad"
Desarrolladora de software con experiencia en aplicaciones cloud,Viamatica,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"sql, restful apis, business intelligence, desarrollo de software","trabajo en equipo, atención al detalle, responsabilidad"
"Desarrollador JAVA SR, Remoto LATAM",Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, python, sql, react, azure, jenkins, git, jira, confluence, excel, microservicios, scrum, devops, ci/cd, teams, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría, responsabilidad"
DESARROLLADOR ERP,Jaher,"Cuenca, Azuay",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, excel, restful apis, erp, machine learning, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, resolución de problemas, proactividad, creatividad, responsabilidad"
Ingeniero de Software Senior Remoto URUGUAY,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, html/css, react, aws, azure, git, microservicios, restful apis, scrum, devops, machine learning, business intelligence","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría, responsabilidad"
Desarrollador JAVA SR,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, sql, aws, azure, gcp, kubernetes, docker, jenkins, git, microservicios, restful apis, devops, ci/cd, machine learning, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Desarrollador De Software,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"php, sql, react, git, restful apis, scrum, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, pensamiento crítico, inglés avanzado, responsabilidad"
Desarrollador De Software Junior,Hitss Ecuador,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"react, docker, microservicios, ci/cd, desarrollo web, desarrollo móvil, desarrollo de software","resolución de problemas, gestión de proyectos, trabajo en equipo, aprendizaje continuo"
Desarrollador/a Sr,Naturisa,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"javascript, c#, html/css, sql, react, restful apis, machine learning, ux/ui, desarrollo web, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Ingenieros de Software | ECU,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, python, c#, sql, react, flutter, react native, aws, azure, gcp, kubernetes, docker, git, jira, confluence, microservicios, restful apis, scrum, devops, ci/cd, machine learning, business intelligence","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Desarrollador/a Sr,Naturisa,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"javascript, c#, html/css, sql, react, excel, restful apis, machine learning, business intelligence, ux/ui, desarrollo web, desarrollo de software","trabajo en equipo, liderazgo, creatividad, responsabilidad"
Desarrollador De Software Entornos Cloud,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"restful apis, scrum, ci/cd, business intelligence, desarrollo web, desarrollo de software","trabajo en equipo, responsabilidad, resolución de problemas, aprendizaje continuo"
Desarrollador Full Stack Java AWS React Native,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, sql, react, quarkus, react native, aws, git, microservicios, restful apis, erp, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, atención al detalle, proactividad"
Desarrollador De Software Frontend Junior,Iberoamerican University Foundation (Funiber),"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, python, php, html/css, sql, react, next.js, docker, jenkins, git, excel, restful apis, scrum, devops, ci/cd, figma, adobe xd, sketch, linux, machine learning, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, proactividad, gestión del tiempo, creatividad, inglés avanzado, planificación, responsabilidad"
Desarrollador,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"python, c#, c++, sql, git, restful apis, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","orientación a resultados, aprendizaje continuo, trabajo en equipo, resolución de problemas"
Desarrolladores Java | ECU,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, docker, microservicios, restful apis, machine learning, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, pensamiento crítico"
Ingeniero en IT/Desarrollador,Human Consulting Strategies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, html/css, sql, react, power bi, scrum, erp, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad, pensamiento crítico, responsabilidad"
DESARROLLADOR FRONTEND,Grupo Corporativo Fajardo,Guayas,,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, python, html/css, react, next.js, react native, aws, git, restful apis, scrum, ci/cd, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, atención al detalle, creatividad"
DESARROLLADOR BACKEND - SEMI SENIOR,Grupo Corporativo Fajardo,Guayas,,,tiempo completo,Desarrollador de Software,opcion empleo,"python, sql, docker, git, restful apis, scrum, linux, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Semi Senior,Jaher,"Cuenca, Azuay",7.0,,tiempo completo,Desarrollador de Software,opcion empleo,"azure, git, scrum, devops, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, responsabilidad"
Ingeniero en IT/Desarrollador,Human Consulting Strategies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, html/css, sql, react, power bi, scrum, erp, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, orientación a resultados, aprendizaje continuo, proactividad, pensamiento crítico, responsabilidad"
Buscamos Desarrollador/a senior fullstack,Viamatica,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, react, kubernetes, docker, git, restful apis, scrum, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, mentoría, responsabilidad"
Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, html/css, aws, azure, gcp, jenkins, git, jira, confluence, microservicios, restful apis, ci/cd, teams, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Desarrollador Back End Java,Neoris,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, html/css, aws, azure, gcp, jenkins, git, jira, confluence, microservicios, restful apis, ci/cd, teams, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Desarrolador De Software Fullstack,Banco Central Del Ecuador,Ecuador,,,tiempo completo,Desarrollador de Software,opcion empleo,"erp, business intelligence","aprendizaje continuo, proactividad, gestión del tiempo, creatividad, responsabilidad"
Analista Desarrollo De Software,Eficacia,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, c#, html/css, sql, flutter, aws, git, restful apis, erp, machine learning, business intelligence","trabajo en equipo, resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Desarrollador,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"python, sql, react, restful apis, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, aprendizaje continuo, creatividad, gestión de proyectos"
Desarrollador Full Stack,Viamatica,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"javascript, c#, sql, react, aws, azure, docker, git, restful apis, devops, ci/cd, linux, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, responsabilidad"
Desarrollador Estandar De Erp-Cuenca,Jaher,"Cuenca, Azuay",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, excel, restful apis, erp, machine learning, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, resolución de problemas, proactividad, creatividad, responsabilidad"
Software Quality Assurance Analyst,Banco Central Del Ecuador,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"sql, jira, postman, soapui, restful apis, scrum, erp, business intelligence, pruebas manuales, pruebas automatizadas, casos de prueba, control de calidad","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, creatividad, responsabilidad"
Desarrollador Full Stack Semi Senior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, react, react native, aws, docker, git, restful apis, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, atención al detalle, gestión del tiempo, planificación, servicio al cliente, gestión de proyectos"
Desarrollador(A) Microsoft Dynamics 365 Y/O Business Central,TD SYNNEX,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"sql, aws, dynamics 365, linux, windows, business intelligence, programación, desarrollo de software","inglés avanzado, responsabilidad, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Senior Full Stack,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, react, git, jira, excel, restful apis, ci/cd, machine learning, business intelligence, data analysis, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, atención al detalle, creatividad, gestión de proyectos"
Desarrollador Odoo,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"sql, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, resolución de problemas, proactividad"
Buscamos Desarrollador/A Senior Fullstack,Viamatica,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, sql, react, kubernetes, docker, git, restful apis, scrum, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, mentoría, responsabilidad"
Desarrollador Frontend,NexTI Business Solutions,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, c++, html/css, react, next.js, aws, git, restful apis, ci/cd, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, aprendizaje continuo, atención al detalle, proactividad, creatividad, responsabilidad"
Semi-Senior/Senior Desarrollador Java (Spring) - Sector Financiero/Bancario,Devsu,"Puerto Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, react, git, microservicios, scrum, ci/cd, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, adaptabilidad, gestión del tiempo"
Desarrollador Senior Odoo (Openerp),Relative Engine,"San Lorenzo, Esmeraldas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, javascript, python, html/css, sql, aws, git, restful apis, scrum, erp, linux, machine learning, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, atención al detalle, responsabilidad"
Desarrollador Rpa,Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"python, c#, sql, git, restful apis, business intelligence, desarrollo web, desarrollo móvil, programación, desarrollo de software","orientación a resultados, aprendizaje continuo, trabajo en equipo, resolución de problemas"
Semi-Senior/Senior Desarrollador Java,Devsu,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, azure, jenkins, git, selenium, cypress, microservicios, restful apis, scrum, devops, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría, responsabilidad"
Especialista en Automatización / RPA,SGF Global,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"python, c#, c++, git, erp, crm, business intelligence","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, responsabilidad"
Experto Funcional ATMs – Senior - Quito Ecuador,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"jira, scrum, devops, ci/cd, machine learning, business intelligence","trabajo en equipo, liderazgo, aprendizaje continuo, gestión del tiempo, creatividad, pensamiento crítico, mentoría, responsabilidad"
Fullstack Developer [Java / React] [ALL LATAM],Tekton Labs,Ecuador,,,tiempo completo,Desarrollador de Software,opcion empleo,"java, react, react native, aws, azure, gcp, kubernetes, docker, git, jira, excel, microservicios, restful apis, scrum, devops, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, adaptabilidad, inglés avanzado"
Full-Stack Developer (.Net/Angular) - Sector Financiero/Bancario,Devsu,"Puerto Quito, Pichincha",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, c#, sql, react, devops, ci/cd, business intelligence, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, comunicación, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría, responsabilidad"
Devops Specialist,Grupo Consenso,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,opcion empleo,"java, python, kubernetes, docker, git, microservicios, restful apis, devops, ci/cd, business intelligence","trabajo en equipo, liderazgo, resolución de problemas, aprendizaje continuo, proactividad, gestión del tiempo, responsabilidad"
ANALISTA DE DATOS - NEXUMCORP,Centric Ecuador,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"c++, restful apis, data analysis, análisis de datos, estadística","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, creatividad, pensamiento crítico, servicio al cliente, responsabilidad"
Analista de Calidad de Datos,IQVIA,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, git, excel, business intelligence, data analysis, casos de prueba, control de calidad, análisis de datos","resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, responsabilidad"
ANALISTA DE DATOS,Colineal,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, análisis de datos","trabajo en equipo, aprendizaje continuo, pensamiento crítico, atención al detalle, comunicación"
ANALISTA DE BASE DE DATOS/ QUITO,Eficacia,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, data analysis, análisis de datos","resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista de datos,Incarpalm,"Machala, El Oro",,,tiempo completo,Analista de Datos,opcion empleo,"python, excel, power bi, business intelligence, data analysis, análisis de datos, estadística, dashboards, kpis","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo, pensamiento crítico, inglés avanzado, planificación"
ANALISTA DE DATOS,CRECOS,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"excel, restful apis, análisis de datos","trabajo en equipo, pensamiento crítico, atención al detalle, comunicación"
Analista Prevención de Fraudes (Análisis de Datos),Banco Bolivariano,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, power bi, business intelligence, data analysis, análisis de datos, estadística","comunicación, resolución de problemas, aprendizaje continuo, pensamiento crítico, inglés avanzado"
ANALISTA DE DATOS,Colineal,"Cuenca, Azuay",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, análisis de datos","trabajo en equipo, aprendizaje continuo, pensamiento crítico, atención al detalle, comunicación"
ANALISTA DE DATOS & BI,Grupo Danec,"Sangolqui, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, git, excel, power bi, machine learning, business intelligence, data analysis, análisis de datos, estadística, reporting, dashboards, kpis","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, pensamiento crítico, responsabilidad"
Analista Corporativo de Datos,BMI,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, power bi, business intelligence, data analysis, análisis de datos, estadística, dashboards","comunicación, resolución de problemas, atención al detalle, gestión del tiempo, pensamiento crítico, inglés avanzado, responsabilidad"
ANALISTA DE DATOS,CRECOS,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"erp, machine learning, business intelligence, data analysis, análisis de datos","trabajo en equipo, liderazgo, resolución de problemas, orientación a resultados, proactividad, pensamiento crítico, responsabilidad"
ANALISTA DE DATOS,Cresa,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"erp, business intelligence, data analysis, análisis de datos","trabajo en equipo, resolución de problemas, orientación a resultados, proactividad, pensamiento crítico, responsabilidad"
ANALISTA DE BASE DE DATOS/ QUITO,Eficacia,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, data analysis, análisis de datos","trabajo en equipo, resolución de problemas, orientación a resultados"
ANALISTA DE BASE DE DATOS/ QUITO,Eficacia,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"excel, power bi, business intelligence, data analysis, análisis de datos","resolución de problemas, pensamiento crítico, atención al detalle, comunicación"
Analista de datos,Incarpalm,"Machala, El Oro",,,tiempo completo,Analista de Datos,opcion empleo,"python, excel, power bi, business intelligence, data analysis, análisis de datos, estadística, dashboards, kpis","trabajo en equipo, comunicación, resolución de problemas, orientación a resultados, aprendizaje continuo, pensamiento crítico, inglés avanzado, planificación"
Tutor de Análisis de Datos LATAM,TripleTen,"Quito, Pichincha",700.0,,tiempo parcial,Analista de Datos,opcion empleo,"python, sql, git, excel, miro, notion, zoom, business intelligence","trabajo en equipo, comunicación, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, inglés avanzado, mentoría"
Analista De Datos,CRECOS,"Guayaquil, Guayas",,,tiempo completo,Analista de Datos,opcion empleo,"erp, business intelligence, data analysis, análisis de datos","trabajo en equipo, resolución de problemas, orientación a resultados, proactividad, pensamiento crítico, responsabilidad"
Analista De Calidad De Datos,IQVIA,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"sql, git, excel, business intelligence, data analysis, casos de prueba, control de calidad, análisis de datos","resolución de problemas, orientación a resultados, aprendizaje continuo, atención al detalle, creatividad, responsabilidad"
Analista De Datos + Oracle Fusion/Otbi,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, c++, sql, git, excel, power bi, oracle fusion, ci/cd, erp, machine learning, business intelligence, análisis de datos, dashboards","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, pensamiento crítico, mentoría, planificación, responsabilidad"
Analista De Datos + Oracle Fusion/Otbi,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, c++, sql, git, excel, power bi, oracle fusion, ci/cd, erp, machine learning, business intelligence, análisis de datos, dashboards","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, aprendizaje continuo, proactividad, pensamiento crítico, mentoría, planificación, responsabilidad"
Analista De Datos – Junior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Analista de Datos,opcion empleo,"python, sql, excel, power bi, linux, windows, machine learning, business intelligence, análisis de datos, dashboards","trabajo en equipo, comunicación, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, responsabilidad"
