titulo,empresa,ubicacion,salario,modalidad,jornada,Area,pagina,habilidades_hard,habilidades_soft
Senior Mobile Nativescript Developer Latam - Remote,BairesDev,"Anywhere, Azuay",,Remoto,tiempo completo,Desarrollador de Software,bing,"java, c#, sql, excel, restful apis, devops, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Senior Wordpress Developer Latam - Remote Work,BairesDev,"Anywhere, Pichincha",,Remoto,,Desarrollador de Software,bing,"excel, machine learning, wordpress, desarrollo web, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, inglés avanzado"
Analista Desarrollador,La Tablita Group Cia. Ltda.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, php, html/css, power bi, restful apis, machine learning, linux, windows, desarrollo web, desarrollo móvil, programación, desarrollo de software","atención al detalle, trabajo en equipo, resolución de problemas, aprendizaje continuo"
Trabajo Desde Casa Desarrollador Typescript Ref. 0341S,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, html/css, excel, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, proactividad, creatividad"
Trabajo Desde Casa Desarrollador .NET Core Ref. 1001S,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"c#, sql, jira, microservicios, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, gestión del tiempo, creatividad"
Backend Django/Python Developer - Remote - Latin,FullStack Labs,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,bing,"python, c++, git, scrum, machine learning, desarrollo de software","trabajo en equipo, orientación a resultados, atención al detalle, inglés avanzado"
Trabajo Desde Casa Desarrollador Node Backend Ref. 0111S,BairesDev,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, microservicios, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, gestión del tiempo, creatividad"
Desarrollador Junior Phyton/Java,Territorios Inteligentes-It Cìa Ltda,"Cuenca, Azuay",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, python, sql, excel, scrum, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, atención al detalle, proactividad"
Coordinador Pos Desarrollador(Sql/Retail) Quito,ETAFASHION RM,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, gestión del tiempo, creatividad"
Coordinador Pos Desarrollador(Sql/Retail)- Quito,ETAFASHION RM,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, gestión del tiempo, creatividad"
Software Engineer Java - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,bing,"java, excel, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
PROGRAMADOR WEB,Intermix S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, c++, html/css, sql, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
SQL Engineer - Remote Work,BairesDev,"Anywhere, Azuay",,Remoto,tiempo completo,Desarrollador de Software,bing,"sql, excel, machine learning","trabajo en equipo, resolución de problemas, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
Devops / I+D - Trabajo Remoto,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"c++, sql, excel, microservicios, scrum, ci/cd, devops, machine learning","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Graphic And UX/UI Designer (Remoto-Ecuador),Remoteco,"Anywhere, Pichincha",,Remoto,,Desarrollador de Software,bing,"c++, aws, excel, machine learning, wordpress","trabajo en equipo, comunicación, orientación a resultados, creatividad"
Devops Engineer,DEUNA,"Ecuador guayaquil, El Oro",,Remoto,tiempo completo,Desarrollador de Software,bing,"java, javascript, python, c++, aws, kubernetes, docker, git, restful apis, ci/cd, devops, machine learning","trabajo en equipo, aprendizaje continuo"
Solutions Consultant (Sdr) (Remoto-Ecuador),Remoteco,"Anywhere, Pichincha",,Remoto,,Desarrollador de Software,bing,"restful apis, machine learning","comunicación, orientación a resultados, proactividad, gestión del tiempo"
Ingeniero De Plataforma De Datos - Trabajo Remoto,BairesDev,"Anywhere, Pichincha",,,,Desarrollador de Software,bing,"java, python, sql, excel, microservicios, restful apis, machine learning","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Administration Manager - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,,Desarrollador de Software,bing,"excel, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle"
Senior Devops Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Pichincha",,Remoto,,Desarrollador de Software,bing,"python, c++, sql, bash, aws, jenkins, scrum, ci/cd, devops, machine learning, unix, linux, macos","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
Ingeniero/A De Confiabilidad Del Sitio (SRE) Remoto,Sofka Technologies,"Anywhere, Pichincha",,,,Desarrollador de Software,bing,"python, scrum, devops, machine learning","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo, pensamiento crítico, mentoría"
Desarrollador Front SR Presencial Quito Ecuador,Sofka Technologies,"Quito, Pichincha",,Presencial,tiempo completo,Desarrollador de Software,bing,"java, javascript, kotlin, git, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría"
Desarrollador/A Fullstack,Periferia IT Group,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, php, restful apis, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, aprendizaje continuo, creatividad"
Desarrollador Frontend Senior,Sofka Technologies,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, azure, git, restful apis, scrum, ci/cd, devops, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, aprendizaje continuo, atención al detalle, gestión del tiempo, creatividad, mentoría"
"Desarrollador Java Senior (Spring Boot, AWS, Junit)",NexTI Business Solutions,Guayas,,,tiempo completo,Desarrollador de Software,bing,"java, javascript, sql, aws, git, jmeter, microservicios, restful apis, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, comunicación, liderazgo, resolución de problemas, orientación a resultados, proactividad, creatividad"
Desarrollador De ODOO,Penta,"Cuenca, Azuay",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, python, sql, restful apis, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Full Stack,LOGIC STUDIO S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"javascript, c#, sql, azure, excel, restful apis, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
Desarrollador Java Sr,Talento Qph,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, c++, git, excel, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, atención al detalle, inglés avanzado"
Desarrollador Ios-Tech Lead,ACL HUNTERS,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"git, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","gestión del tiempo, trabajo en equipo, resolución de problemas, aprendizaje continuo"
"Junior PHP Laravel Developer - Remote, Full-Time",Bluelight Consulting,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,bing,"javascript, php, c++, html/css, machine learning, desarrollo de software","trabajo en equipo, orientación a resultados, aprendizaje continuo, atención al detalle"
Desarrollador Power Apps,Business Partner Technologies S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, azure, restful apis, scrum, devops, programación, desarrollo de software","trabajo en equipo, liderazgo, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Desarrollador Oracle Apex,Business Partner Technologies S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, restful apis, scrum, programación, desarrollo de software","trabajo en equipo, liderazgo, atención al detalle, gestión del tiempo, creatividad, inglés avanzado"
Typescript Developer - Remote Work REF#282263,BairesDev,"Anywhere, Pichincha",,Remoto,,Desarrollador de Software,bing,"java, javascript, html/css, excel, machine learning, desarrollo web, desarrollo de software","trabajo en equipo, comunicación, adaptabilidad, proactividad, pensamiento crítico, inglés avanzado"
Semi-Senior/Senior Desarrollador Java,Devsu,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, azure, jenkins, git, selenium, cypress, microservicios, restful apis, scrum, ci/cd, devops, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, adaptabilidad, aprendizaje continuo, atención al detalle, gestión del tiempo, mentoría"
Desarrollador De Televenta,PepsiCo,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"git, restful apis, desarrollo de software","trabajo en equipo, liderazgo, adaptabilidad"
Desarrollador De Ti,OPTICA LOS ANDES S.A.,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, c#, html/css, sql, git, machine learning, desarrollo web, desarrollo móvil, programación, desarrollo de software","trabajo en equipo, gestión del tiempo, creatividad"
Desarrollador De Canales,Moderna Alimentos S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"c++, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, orientación a resultados, aprendizaje continuo, atención al detalle, proactividad, gestión del tiempo"
Coordinador Pos Desarrollador(Sql/Retail),ETAFASHION RM,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"sql, machine learning, desarrollo web, desarrollo móvil, desarrollo de software","trabajo en equipo, liderazgo, resolución de problemas, gestión del tiempo, creatividad"
"Laravel Developer + React - Remote, Latin America",Bluelight,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,bing,"javascript, php, c++, html/css, excel, restful apis, machine learning, playwright, desarrollo de software","trabajo en equipo, adaptabilidad, orientación a resultados, aprendizaje continuo, atención al detalle"
"Lider Técnico, Desarrollador Back-End, Flutter",Creative Works S.A,"Quito, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"javascript, desarrollo de software","liderazgo, atención al detalle, inglés avanzado"
Senior Pl/SQL Developer Latam,BairesDev,"Santo Domingo de los Tsachilas, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,bing,"c++, sql, excel, restful apis, machine learning, desarrollo de software","trabajo en equipo, adaptabilidad, inglés avanzado, mentoría"
Programador,pcgerente,"Guayaquil, Guayas",,,tiempo completo,Desarrollador de Software,bing,"c#, sql, programación, desarrollo de software","trabajo en equipo, resolución de problemas, aprendizaje continuo"
UX Designer / I+D - Trabajo Remoto,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"excel, scrum, machine learning","trabajo en equipo, liderazgo, resolución de problemas, adaptabilidad, aprendizaje continuo, atención al detalle, creatividad, inglés avanzado"
Senior Python Engineer - Remote - Latin America,FullStack Labs,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,bing,"javascript, python, c++, sql, aws, restful apis, scrum, ci/cd, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, atención al detalle, inglés avanzado"
Vue.Js Engineer - Remote Work,BairesDev,"Anywhere, Pichincha",,Remoto,tiempo completo,Desarrollador de Software,bing,"java, javascript, excel, restful apis, machine learning","trabajo en equipo, adaptabilidad, aprendizaje continuo, proactividad, inglés avanzado"
React Native Tech Lead - Remote Work,BairesDev,"Anywhere, Guayas",,Remoto,tiempo completo,Desarrollador de Software,bing,"javascript, c++, excel, scrum, ci/cd, machine learning","trabajo en equipo, comunicación, liderazgo, adaptabilidad, orientación a resultados, inglés avanzado"
Frontend Tech Lead - Remote Work REF#252980,BairesDev,"Anywhere, Santo Domingo de los Tsáchilas",,Remoto,tiempo completo,Desarrollador de Software,bing,"java, javascript, c++, html/css, excel, scrum, machine learning","trabajo en equipo, adaptabilidad, orientación a resultados, proactividad, inglés avanzado"
React Native Tech Lead - Trabajo Remoto REF#265633,BairesDev,"Anywhere, Pichincha",,,tiempo completo,Desarrollador de Software,bing,"java, javascript, html/css, aws, scrum, machine learning","trabajo en equipo, liderazgo, adaptabilidad, aprendizaje continuo, gestión del tiempo, creatividad, inglés avanzado, mentoría"
